business	US and Taiwan wan do trade tok-tok as   China dey beef di Island nation	"America don announce say dem go start fromal trade negotiations with Taiwan. Dis dey come three weeks afta US House Speaker Nancy Pelosi visit wey cause serious gbas-gbos. Di Office of di US Trade Representatives say di first round of tok-tok suppose start for ""early fall"". Dia tok-tok go include trade facilitation, digital trade and anti-corruption standards. Di relationship between di US and China don dey tough afta Ms Pelosi go Taiwan. Di US-Taiwan Initiative for 21st Century Trade bin first dey announced for June. Both sides dey now tok say, dem don ""reach consensus for di negotiating mandate"". Trade between US and Taiwan for 2020 bin dey worth almost $106bn (£88bn). Di announcement dey come wen China don launch dia biggest military exercises ever around Taiwan afta Ms Pelosi visit for early August. Under di ""One China policy"", American get formal relationship with China and not di island of Taiwan. But dem also get unofficial relations with Taiwan including continuous arms sales go di island so dem go fit defend dia self. Beijing see di self governing island as part of dem, wayward territory wey dem go unite with mainland. But Taiwan na self ruled island wey ee demselves as separate from di mainland. Sperately on Thursday, correct US diplomat for East Asia, Daniel Kritenbrink say Beijing ""growing gra-gra... dey threaten di peace and coole mind of di Taiwan Strait"". E add say, ""we go continue to take calm but correct steps to uphold peac and stability as Beijing dey do dia own to go against am and support Taiwan as our long standing policy allow am""."	https://www.bbc.com/pidgin/articles/cy7lr924r82o
entertainment	Ozo and Prince BBNaija: Why Big Brother Naija Head of House tell Prince 'shut up' as dem dey do drama rehearsal	Ozo and Prince kwanta for Big Brother Naija house sake of to win dis week Wager Challenge. Di Housemates bin stay awake for night to practise dia music drama. Wit Trikytee as di producer and leader of dis task, di housemates gats wear dia acting masks wit some level of discipline and seriousness. As dem dey do rehearsal for dia music drama, Prince waka comot from di rest of di Housemates and Ozo no take am funny. For di first time, Ozo begin rake no be small. As Ozo dey shout. Prince just dey calm, so di quarrel no turn fight. Trikytee bin also step in to control di matter. E no reach one minute, Ozo calm down come tok sorry to di House unto say im lose im temper. Im also tell Prince sorry say im shout on am, while im dey explain to Prince say e dey disrespectful to di House as im walk out. Tho di quarrel no last for long, e shock pipo to see Ozo for dat kain mood. Now pipo don begin wonder weda di shouting na because Prince bin waka comot from di Housemates or weda Ozo dey vex say Prince dey close to Nengi - di babe wey im dey eye for di House.	https://www.bbc.com/pidgin/53675359
business	Ecowas meeting for Niger elect Nana Akufo-Addo, President of Ghana as new Ecowas Chairman - See five challenge dem im go face	"Economic Community of West African States (Ecowas) don elect President Nana Akufo-Addo as di new Ecowas Chairman. West Africa regional join-bodi elect Prez Akufo-Addo as di new Chairman on Monday for di ongoing 57th Ecowas Summit wey dey happun for Niamey, capital of Niger. Di Ghanaian leader dey take over from President of Niger, Mahamadou Issoufou wey be di current chairman of Authority of Ecowas Heads of State and Government. Dis issues wey dem dey discuss na some of di challenges wey di Ghanaian leader go face as Ecowas Chairmo include: Nigerian President Muhammadu Buhari don call on West African leaders to obey di number of years dem suppose stay in power alias dia constitutional term limits. Dis tok dey follow Ivory Coast President Alassane Ouattara decision to run for a third term for di October general elections. President Buhari comments drop during di comment during summit of leaders of di Economic Community of West African States inside Niamey, the capital of Niger. President Ouattara decision to run for a third term following di sudden death of di pesin wey suppose succeed am and di move triggered protests for Ivory Coast. Im critics say di move no follow wetin constitution tok. Di one day summit wey open on Monday,  na eight heads of state, including presidents of Ghana, Senegal and Burkina Faso attend am. Oda mata wey dem discuss for di meeting include di ongoing security crisis in Mali. Di Ecowas leaders call for sharp-sharp transfer of power to civilian rule afta one military coup on 18 August. Di regional join-bodi of West African leaders don already place punishment ontop Mali and ask for elections to take place within a year. Many West African leaders post goodwill message for di Ghana leader ontop im new appointment as new Chairman of Ecowas. Belle first sweet im wife Rebecca Akufo-Addo Ivory Coast leader also hail di new Ecowas chairmo President Macky Sall of Senegal also wish President Akufo-Addo success for im new role The Gambia leader follow throway salute Di Niger President wey hand over to President Akufo-Addo, also hail im successor ""I beg my colleague Heads of State to give ginger support to Ecowas decisions, and build fast and quickly our Community. Our pipo deserve more, and di objectives of peace, progress and prosperity go therefore be within our reach, make we for realising di historic purposes of Ecowas."" Na wetin di Ghana Prez. Akufo-Addo tok on Monday afta e take over as di Ecowas Chairman. Wen we think of West Africa togeda wih our individual kontris, we no go just become united pipo inside Africa alias pan-Africanists, we go also become true pipo wey believe in our kontri alias nationalists, because wetin make West Africa more prosperous go make each of our individual kontris more prosperous,  Akufo-Addo add."	https://www.bbc.com/pidgin/tori-54059748
business	Wetin be di New Zealand PM insult wey sell at NZ$100,000 for auction?	"Dem don sell one signed copy of one transcript of New Zealand Prime Minister Jacinda Ardern dey insult one opposition leader don sell for more than NZ$100,000 ($63,200). Na microphone pick up di offensive comment afta one gbas-gbos exchange wit ACT party leader David Seymour. Ms Ardern later apologise for wetin she tok before OgaSeymour propose make dem two join forces to raise money for New Zealand Prostate Cancer Foundation. Di PM thank everybodi wey bid afta di the charity auction end on Thursday. During one lively parliamentary debate last week, Ms Ardern take issue wen Mr Seymour, leader of di right-wing libertarian ACT party, ask her to give an example of her ""dey make mistake, apologise for am properly, and dey fix am"". Ms Ardern defend her Labour goment record before she sit down and quietly tok: ""Such an arrogant prick."" Her microphone pick up di remark and dem preserve am for di official parliamentary record, Hansard, afta Mr Seymour ask for apology. But both of dem dey normally quarel wit each oda politically, dem come later decide to turn di affair to something wey dey positive. Dem both sign a copy of one transcript of di official parliamentary record wey include di comment before dem frame and auction am online. Di man wey im charity auction tell local media say im go still take loan to help am pay for di NZ$100,100 (£52,200) winning bid. Julian Shorten tell 1News say im dey happy wit wetin im buy and say: ""Dis na one moment for New Zealand political history."" For one statement, Mr Seymour say: ""Di interest big pass wetin anyone don ever dream of am. ""Wen I suggest dis to her, she immediately agree,"" im add. ""I dey blown away by di kindness of bidders wey dey help pricks everywia wit dia generosity."" ""I no fit say I expect dis,"" Ms Ardern post am on Facebook before im thank Oga Seymour say im be "" good sport"". Ms Ardern Labour Party win one landslide victory for di kontri general election for 2020 and di prime minister don enjoy high approval ratings for much of her two terms for office. But as New Zealand dey expected to go to di polls for late 2023, Ms Ardern dey come under increasing pressure. Latest opinion polls see her Labour Party dey lead di main opposition National Party."	https://www.bbc.com/pidgin/articles/cyxe51ez9klo
sports	Man Utd beat Liverpool to win dia first Premier League game	Manchester United and Liverpool game end for 2-1 on Monday night. Marcus Rashford 53' minute goal and Jadon Sancho 16'minute goal na im secure di win for Man Utd. Mohamed Salah score Liverpool only goal for di 81' minute of di match. Manchester United manager Erik ten Hag bin make changes to im starting line-up for dis game. E drop captain Harry Maguire and Cristiano Ronaldo for bench. Dis game na di Red devils second match for Old Trafford afta dia 2-1 defeat to Brighton for di first week. Di two teams bin neva win any match dis season for premier league, United don lose two games while Liverpool don draw two. Before tonight game Manchester United bin dey number 19 position while Liverpool dey number 15 position While Liverpool play 4-3-3 formation, Manchester United play 4-2-3-1 to win di game. Man United next match na away to Southampton on Saturday while Liverpool go jam Bournemouth.	https://www.bbc.com/pidgin/articles/cprlgwlxdgeo
business	Wike: VAT palava and di oda times di govnor of Rivers state don challenge Nigerian goment	"Govnor Nyesom Wike, Rivers state govnor action to stop Nigeria goment from collecting Value Added Tax (VAT) through a court Judgment don set di pace for oda states for di kontri. Justice Stephen Pam of di Federal High Court for Port Harcourt say na di constitutional role of state goments to collect VAT and no be Federal Inland Revenue Service (FIRS). Justice Pam for e ruling on di FIRS application for a stay of execution say: ""to grant di order go negate di principle of equity"". Dis decision of di court don set di pace for oda states to directly collect VAT rather dan leave am for di federal goment. But di federal goment of Nigeria say dem don file appeal against di court judgement wey go allow states to collect Value Added Tax (VAT). Matthew Gbonjubola, Group Lead Special Taxation Federal Inland Revenue Service (FIRS) for press conference wit tori pipo for Abuja say to get a single tax authority wey dey manage taxing system go stop di challenge of double taxation. ""I fit confam to you say, we don file appeal for di appellate court against di judgement at di lower court for di Appeal Court for Rivers state,"" e tok. As tori of di court judgement wey give power to states to collect di Value Added Tax dey land, di Lagos State House of Assembly don shaparly passed di State Value Added Tax (VAT) bill. Speaker of di house, Mudashiru Obasa don also direct di acting alerk of to transmit di bill to Governor Babajide Sanwo-Olu, for assent. Di lawmakers pass di bill afta unanimous vote. Di speaker describe di bill as ""historic"". Rivers state govnor Nyesom Wike dey popular for challenging Nigeria goment especially on policies wey e feel say dey unconstitutional. Since becoming govnor for 2015 Wike don take strong position about federal goment actions for court and out of court. Di issue of tax deductions by federal goment na di first time Rivers state goment dey carry Nigeria goment go court - dat na for 2020. But for February, 2020 Govnor Wike threaten to drag di Federal goment to court over dia plan to withdraw money from di Excess Crude Account, to fund di military. Di govnor during im meeting wit di Emir of Kano, Alhaji Aminu Ado Bayero for Government House, Port Harcourt say, im no go support di plan for a fresh withdrawal except dem give Rivers State 13 percent share from di account. Also, for May 2020, e say Rivers State goment don commence documentation to sue Federal goment for ""unilateral"" withdrawal of N11billion from di Federation Accounts for the Nigerian Police. ""Our lawyers go prepare our papers and we go go court. Nobody say you no fit support di police, but you must get di consent of states before taking dia money,"" Govnor Wike tok."	https://www.bbc.com/pidgin/tori-58504991
health	"""Vaccine"" in Ghana: Covid-19 AstraZeneca vaccine plus how you go fit get your vaccination in Ghana"	Since de introduction of Covid-19 vaccination for Ghana last week, Ghana Health Service (GHS) say 162,541 people take de AstraZeneca vaccine. According to de GHS out of dis number 82,601 be men wey 79,940 be women. So how Ghana dey roll out de vaccines and who dey qualify for de vaccination? De first phase of de vaccine dey cover three major regions where de country record more Covid-19 cases. Greater Accra, Ashanti den Central region which record de highest cases of de virus go get de vaccination first. Since March 2, Greater Accra Region record de highest number of vaccinations with 104,174, den for Ashanti Region some 55,141 people take de vaccine, while Central Region get 3,226 people who take am. According to de Ghana Health Service, everyone from de age of 18 years and above go fit go for de vaccine. Health Officials start dey vaccination on March 2, 2021 where dem target frontline workers, Members of Parliament, key state institutions den security services. But at dis stage dem open de vaccination up to de general public for Ghana. What you need to know before going for de vaccine? GHS Officials advice say interested people for come along plus any recognised national ID card like Voters ID, NHIS card, Ghana Card den tins. Govment advertise say dem dey start dey vaccine for some 25 districts within Greater Accra, 16 districts for Ashanti and finally 2 districts for Central region of Ghana. Dis be de first areas where vaccination go happen, later on dem go open up to other parts of de country. For every individual who dey take de AstraZeneca vaccine, dem go take two shots in total. Medical officers dey administer de first shot, after which dem go give another date for people to come for dema second shot. Housekeeping rules on how to prepare for de vaccine Officials advise de public say before one go come take de vaccine, dem for make sure sau dem eat well. Some people dey get minor reactions like headaches and dizziness if dem no eat well before taking de vaccine.	https://www.bbc.com/pidgin/tori-56317471
entertainment	Adesua Etomi twins: Funke Akindele, Toolz O, odas react to Adesua and Banky W Wellington video testimony dia child birth journey	"Reactions don follow Nigerian celebrity couple, Banky W and Adesua Etomi interview about dia journey to parenthood. For di interview wit The Waterbrook Church, di couple reveal di tough times dem pass through, pressure dem face from pipo, dia experience with IVF to conceive twins and how dem later lose di children. Banky Wellington wey share di video for im social media page say, di tori wey dem share for di video fit ""make you laugh or cry. But dis na hope say e go also help you heal and build your faith."". He also tok say, dis na di tori behind im song ""Final say faith"". Di almost one-hour video don generate conversations on social media since di release on Monday, fellow celebrities don react to di revelation. Nigerian actress, Funke Akindele drop comment for Banky W Instagram post, Thank di couple for sharing dia tori wit everyone. ""Thank you for sharing dis with us. Thank you thank you. Thank you. ❤️❤️❤️❤️❤️❤️❤️ @adesuaetomi @bankywellington"" she tok. Popular online personality Toolz O also react to say ""❤️❤️❤️ God dey always comes through"". Anoda media personality Gbemi O, also affirm how many pipo dey go through so much pain in silence . ""So many of us go through so much pain in silence . God bless you ."" she tok Adesua and Banky W tok about dia trying times say na tough period for dia life. ""Dem yab me every single day, for two-and-a-half years before I get pregnant and born my son."" ""I no fit get one opinion without one pesin saying go and born, I no fit tok anything without one pesin saying get out go born, you dey barren, you do something with your womb."" Adesua tok. Adesua also tok say as her mama be pastor, she don see as pipo wey dey wait on di lord for di fruit of di womb come meet her mama and she dey see dia pain and na ""We get pregnant, and we get pregnant with twins. We do scan, we see di heartbeat, na only few pipo sabi wen dis wan happun. Everything bin dey fine but during one routine check-up to go do scan and I just see di doctor face... and she say Adesua I dey find di heartbeat."" Adesua say, she and Banky W dem decide to pray and wait for days before dem go back di hospital, but di babies no make am. Something she bin don ask God make e no make her go through dat journey."	https://www.bbc.com/pidgin/tori-56646817
health	Coronavirus new variant: France, Germany, Ireland, Netherlands ban flights from UK, see odas wey dey consider am	"Some European kontries don begin apply travel bans with di UK afta e tok say one new more infectious coronavirus variant dey ""out of control""for dia. Ireland, Germany, France, Italy, the Netherlands and Belgium, all dey suspend flights and travel, although di measures different. Dem go do one EU meeting on Monday morning to discuss response wey go dey more co-ordinated. Di new form of coronavirus wey dem dey call variant don spread fast for London and south-East England. Prime Minister Boris Johnson on Saturday introduce new tier four level of restrictions, im scrap di plan to relax rules over di Christmas period for millions of pipo. Top health officials say evidence no dey say di the new variant dey more deadly, or go react differently to vaccines, but e dey show to be up to 70% more transmissible. WHO say dem don detect di mutation for Netherlands, Denmark and Australia. Ireland goment announce say flights wey dey arrive from di UK would go dey banned for 48 hours at least from midnight, and ""in the interests of public health, say make pipo for Britain, regardless of nationality, no travel to Ireland, by air or sea"". Ferry crossings for freight go continue. Netherlands say dem go ban all passenger flights from di UK from 06:00 (05:00 GMT) on Sunday until 1 January. Pending wen dem go fit get ""greater clarity"" on di situation for di UK. Belgium dey suspend flights and train arrivals from di UK from midnight (23:00 GMT) Sunday. Prime Minister Alexander De Croo tell Belgian television channel VRT say di ban go dey in place for at least 24 hours and say na "" precautionary measure"", adding say  ""we go see later if we need additional measures"". Meanwhile, Italy Foreign Minister Luigi Di Maio tok ontop im Facebook page say di goment dey about to sign  measure to suspend flights from di UK. For Germany, one order from di ministry of transport say planes from di UK no go dey allowed to land afta midnight on Sunday, although cargo go be exception. Health Minister Jens Spahn say dem never detect di UK variant yet for  Germany. France don suspend all travel links with di UK for 48 hours from midnight. E say dem go use di period to provide a  more co-ordinated European response. Spanish Foreign Minister Arancha González say Spain also want co-ordinated EU decision ontop di mata. Austria dey also plan ban on flights from di UK, dem dey currently work out di details according to Austrian media. Outside Europe, Israel don announce say anybody wey dey travel from UK must quarantine for two-weeks for hotel facility wey dem go pick. Dem first identify am for UK, in di middle of October from one sample dem taken for September. Sabi pipo say e don show say di new UK variant dey spread faster dan di original virus - up to 70% more transmissible. But scientific details ontop di genetic changes, and how they fit affect di behaviour of Covid-19,  no still clear. Although e no show say di new variant go dey more resistant to already-developed vaccines, di mutation involve di spike protein of di virus. Dis na di part wey dey help am to infect cells - and also di part dem design di vaccines to target. So although scientific experts don warn against false alarm response, dem also say e dey necessary to track di variant and try to stay ahead of di virus."	https://www.bbc.com/pidgin/world-55386419
politics	D-Day for Kogi Elections	Ova di next 48 hours (or more depending on how di election go) 24 political parties go contest for di 2019 Kogi governorship election. Even though 22 oda parties dey for di race for who go be di next govnor of di state, di All Progressives Congress (APC) and di People's Democratic Party (PDP) na im pipo see as di main rivals. Di two parties dey often dominate local newspaper headlines and conversations on social media. Yahaya Bello - APC: Di youngest govnor for Nigeria dey seek for second term for office. Di 44 year old rise to leadership carry plenti tok of godfatherism and allegation of supernatural forces wen im enter power for 2015. Today election go be di first real test of im popularity and if di pipo go accept am. Workers salary wey im owe and cases of insecuiry fit don afect im first term but pipo dey wey believe say e go improve on im short coming if im get second chance. Musa Wada - PDP: Like di APC, di PDP governorship primary for Kogi carry katakata follow body. One death, raid by jaguda pipo and wuruwuru eventually see Wada become di party flag bearer. Following im elder brother, Idris footsteps, Musa an Igala don focus im campaign for di eastern senatorial district wia e come from. Di Engineer say if im get di pipo mandate, im go pay up salaries, take beta care of pensioners while e go diversify source of state revenue. But dis na di same promises di pipo don hear since democracy return for 1999. Natasha Akpoti -SDP: Other contesters nickname her di spoiler, Natasha fit prove to be pesin wey fit spoil work for Yahaya Bello. She no dey shy to go toe to toe wit di govnor wey she accuse of high handedness and no sabi di work. She and Bello come from Okene and fear dey say she fit take some of di votes for di area come spoil di govnor hope to clear di votes for im home. Di 39-year-old lawyer don visit courts plenti times to ansa if true true her candidacy pure. She and di SDP dey back on di ballot paper andno dey happy sa pipo dey call dem freshmen for Kogi politics after dem contest for di KogiCentral Senatorial District seat early dis year. Di senator no be contestant for di election but im influence on wetin dey happun for di state don see am get more followers for social media platforms. Although im contest e loss for PDP primaries, e look like say oga Dino dey okay wit Wada campaign. Di 45-year-old Melaye and im senior, Sam Adeyemi go kontinu to show dia power for Lokoja, Ajaokuta and Kabba/Bunu wey be hot battle grounds wey di candidates go like win. Kogi East na di largest region for di state. E get voting population of 804,715 registered voters of 1,646,350 total registered voters for di state. Kogi East na also di home to most local council areas for di state - 9 of 21 Total registered voters for Kogi Central wia Bello come from na 409,120 wit 5 local councils. Kogi West get total of 432,515 registered voters wit 7 local councils. E dey early to assume say di candidate wey win di east go become di govnor. About 35, 00 policemen, qwy no include oda security agencies na im dem don deploy go Kogi state. According to di Independent National Electoral Commission (INEC), polling stations go open for accreditation and voting go start from 8am to 2pm. If you join di queue before 2pm, dem go accredit you and allow you to vote.	https://www.bbc.com/pidgin/tori-50440719
