entertainment	Harry and Meghan: Does Netflix's documentary live up to the hype?	"Heavily trailed, hugely anticipated - but did Harry & Meghan make good TV? 
Plot spoiler alert. 
If you watched the trailers and thought Harry & Meghan, Netflix's heavily-promoted new series, was going to be explosive, prepare to be disappointed. 
Unless you are an individual member of the Royal Family, in which case, you might be opening the champagne - a drink, we learnt from this new show, that Harry doesn't usually enjoy. 
ut it kindly, this is slow-burn television.  
Volume One, as it was rather grandiosely titled, came out in three episodes on Thursday.  
Perhaps Volume Two, for which we must wait another week, will get to the details so tantalisingly alluded to in those trailers: who leaked and planted stories about the couple? Who was fighting a ""war against Meghan to suit other people's agendas""? Who was playing a ""dirty game""?
What we got - over almost three hours - were new, private details of their ""great love story"", as Harry put it. Think soft focus lenses, Nina Simone playing in the background, lots of private photographs, videos and even, apparently, a call between Meghan and a friend as she was getting engaged (""OMG it's happening"" she says).
Harry and Meghan's unseen video moments - the BBC's Jonny Dymond takes a look.
Also discussed at length through the first volume is harassment by the media. Harry calls it his duty to ""uncover this exploitation and bribery"".
More damagingly, the programmes build up a sense that Britain has an endemic problem with structural racism, particularly in relation to the Royal Family and the media.  
Historian and TV presenter David Olusoga describes the optimism many Britons of colour (and others) felt about Meghan's arrival into the heart of the Royal Family. ""There was a hope maybe of having difficult conversations that have been pushed away so many times"".  Subtext, addressed later - it wasn't to be.
But these three episodes were broadbrush, rather than aimed at specific individuals.  
Netflix has billed Harry & Meghan as an ""unprecedented and in-depth documentary series"".  
But the programme, unsurprisingly, was heavily one-sided and selective.  
At one point, Meghan describes the media interview and photocall the couple gave when they got engaged as an ""orchestrated reality show"".  
Is that what Netflix's Harry & Meghan, produced in association with the couple's company, is?
Interestingly, they began recording video diaries in March 2020, as they stepped away from royal duties. That was many months before their Netflix deal was announced.
r truth in the hands of the Netflix professionals, a slickly produced narrative about a couple who fell in love and had to sacrifice everything as they butted up against systems, protocols and racism.
Royal Family - we are told at the start - didn't choose to make any comment for the programme makers. Both Kensington Palace and Buckingham Palace confirmed they received an email purporting to be from a production company from an unknown organisation's address and attempted to verify its authenticity with Archewell Productions and Netflix, but did not receive a response, PA reported.
A source told PA the substance of the email did not address the entire series.
So what we have is carefully curated to back up the couple.
Netflix is adept at the modern language of television which steers us through the story.  The couple met on social media - perhaps the first royals to do so and certainly a great advert for Instagram.  Their early messages are shared with us, popping up on screen in a device so often used by TV in our tech age.
rviews with Harry set up his wife as the true heir to his mother, Princess Diana.  He says Meghan has the ""same empathy, the same warmth"".  The show regularly cuts to archive footage of Diana, as Harry discusses his fears that history could repeat itself.
re are also narrative cliffhangers to keep us watching.  
Harry describes trying to deal with the loss of his mother ""without much support or help or guidance"", and describes his ""second family"" in Africa, a group of friends ""that literally brought me up"".  
Where was his father? We can't help asking.  
Will we find out more?
He talks about how male royals tend to marry women ""who fit in the mould"" instead of for love.  Is he inferring that's what his brother did?  Does Volume Two answer that question?
Meghan mentions her first meeting with Kate and William, when as ""a hugger"" she was informal and tactile.  She says that is ""jarring for some Brits"".  Are we supposed to read more into that, after all the stories about the breakdown of relations between the couples? 
rs frankly help along a narrative that gets a little repetitive at times. 
rogramme seems made primarily for an American audience. And Harry has embraced the language of the US West Coast.  He talks about how, just before news of their relationship broke, they went out for one last secret night and managed to ""pull the pin on the fun grenade"".  
We hear about ""lived experience"" and ""cause-driven work"".
But if you were tuning in for jaw-dropping revelations, Prince Charles on Dimbleby, Prince Andrew on Newsnight, Princess Diana on Panorama this was not.
w Netflix show wasn't even Meghan and Harry on Oprah.
was the last time the couple endeavoured to tell their truth.
In that bombshell interview, they told Oprah about overt racism by a member of the Royal Family about what colour their future son's skin might be.  We don't hear anything about that over the three episodes.  Who said it still remains a mystery.
But Harry does talk about his own journey to understand ""unconscious bias"".  He also addresses some of the racism of which he has been accused in the past, describing how ""ashamed"" he felt after he wore a Nazi uniform costume to a party in 2005.
rogramme shows him on a journey of constant discovery and self analysis about racism. 
It's left to other contributors to raise Britain's history around the slave trade, as well as the ""skeletons in the closet"" in the Royal Family.  
But in the end, will this programme persuade anyone to change their opinions?  
After the show and then Harry's book, Spare, is published in January, the couple's ""truth"" will be fully out there.  Will that be enough for them?  
r currency might begin to wane as they struggle with the law of diminishing returns.  They may still want to battle royal institutions and the media, but it may turn out that their real battle will be with ongoing relevancy."	/news/entertainment-arts-63890246
health	Have I dodged Covid and what does it mean?	"I hope this vial of blood contains answers because I have a nagging question - have I managed to dodge Covid?
It seems remarkable that anyone could. The virus has swept the world since it emerged in China nearly three years ago. Fresh variants have become better and better at infecting us. Even vaccines make Covid milder rather than being an impenetrable shield. 
Yet I worked in the office throughout, even in lockdowns, and the virus ripped through the rest of my family and I didn't get sick. And I'm far from the only person to have gone through the pandemic without getting the walloping symptoms of Covid or to have never tested positive. One estimate in the summer suggested around one-in-10 people in the UK still hadn't been infected. 
So what's going on? And does my body - and those of other ""never-Coviders"" - contain some secret to tackling the disease? 
re are three broad possibilities if you think you've dodged the virus:  
""There are a lot of people saying, 'I've never had 'Covid-the-disease'. Most probably aren't right, they may have been infected and it just didn't result in any symptoms,"" Dr Lindsay Broadbent, a virologist at the University of Surrey, tells me.
""But we do know there are just some people who have never been infected, even in high risk environments such as nurses,"" she adds.
One study of people being regularly tested found half of those catching the Omicron variant remained blissfully unaware or put their mild symptoms down to something else. 
My blood - painfully milked out of my index finger - will determine whether I have been deluding myself too. I seal the blood in a vial and post it to a research laboratory for analysis of the mixture of antibodies it contains. 
Antibodies are a part of the immune system. They act like missiles that stick to viruses. This stops them infecting our body's cells and tells the rest of the immune system to kill the virus. 
Different antibodies stick to different parts of the virus and the test focuses on two of them:
All the vaccines used in the UK train the body to attack only the spike protein. Even a year after my last booster, the test shows I have high levels of anti-S antibodies.
Your body learns to attack the other parts of the virus only when facing the virus itself. If anti-N antibodies were in my blood that would mean I'd been infected with Covid.
I test negative and the idea I have dodged Covid passes its first hurdle. 
Prof Mala Maini, a professor of viral immunology, invites me into her laboratory at University College London to explore the results. 
""It could mean that you've never had the infection, but it could also mean you've made anti-N antibodies and they've gone from your blood,"" she tells me.
However, I have never tested positive despite:
Prof Maini concludes: ""Put together with your negative anti-N antibody test, it suggests you may be someone who has escaped a full-blown infection. 
""You may have had what we call an 'abortive' infection.""
f an abortive infection is you are exposed to the virus, it even gets into the right places to start an infection, but the body gets on top of it before it takes off. 
We know this happens from studies that have tried to deliberately infect people with Covid. These human challenge trials squirted virus up the nose of healthy volunteers, but in the first 34 people to take part, only half actually developed an infection.  
first line of protection is the innate immune system. This is our body's default defence. It cannot learn or ""remember"" infections, so each time is like the first time. But it is so fast it can stop an infection in its tracks. 
Dr Broadbent demonstrated this by conducting experiments using miniature lungs grown from people's cells - called organoids -  and trying to infect them with the virus.
""We found one person that we just could not infect, we were sticking bucketloads of virus on these cells and there was no infection,"" she tells me.
r half of the immune system is known as the adaptive immune system, which learns and gets better with practice. This is how vaccines prepare the body for fighting Covid. 
""It could just be that the vaccines worked well for you and have given you very good protection,"" suggests Prof Maini.
But vaccines seem to give only limited and rapidly-waning protection against catching the virus. And there were no vaccines for the first year of the pandemic. 
However, there are other ways this part of the immune system could stop an infection.
Blood and lung samples taken from hospital staff before the pandemic, showed some already had protective T-cells. These are like sentinels that inspect other cells for signs of infection. If they find a contaminated cell, they kill it. 
Even before the first cases arrived in the UK, some people had these anti-Covid soldiers in their bodies. They are probably the result of catching other common cold coronaviruses, which are closely related to the Covid virus. 
""If you have young children at school, it's very likely that you would have been exposed to these in the preceding years,"" Prof Maini tells me. 
""If you've got these pre-existing T-cells ready and waiting then they can act much more quickly and bring down the infection before it becomes positive on your test,"" she adds.
Covid-resistant people inspire new vaccine tactic
w generation of vaccines can be developed that mimic this pre-existing immunity. 
""If you could make T-cells against the inner regions of the virus and get those responses in the nose, airways and lungs there's a much better chance they could abort the infection before it takes off, that's the goal,"" says Prof Maini. 
My gut feeling is that the torrent of bugs every toddler brings home from nursery to plague their already weary parents helped me dodge Covid. 
re are two other possibilities, but they either don't apply to me or are incredibly rare. 
Some people have never been exposed to the virus because they have shunned contact with other people. I've interviewed the super-shielders who have isolated themselves for nearly 1,000 days, often because they have weakened immune systems that leave them more vulnerable. This isn't me after getting the train to work throughout and even sharing a bed with a sickly toddler.   
r idea is genetic invulnerability, which does happen with other diseases. 
famous example is human immunodeficiency virus (HIV). A rare few are born with a lucky genetic mutation that completely shields them from the virus. A mutation in a section of their genetic code - called CCR5 - changes the locks on our body's cells so HIV can't get inside. This has been used to cure some people of HIV and similar mutations have been shown to lock coronavirus out of people's cells.
""It's incredibly, incredibly small numbers that have some kind of genetic resistance,"" says Dr Broadbent.
So for any of us that have still not caught the virus, can we go into the festive season with confidence or are we actually the most at-risk?
rotection from the vaccine means that the chances of being severely ill are greatly lowered even if it cannot stop the infection. 
But research, including a study in Switzerland, suggests having had the virus and the vaccine - known as hybrid immunity - gives the strongest immune response. 
""So it may mean that you are a bit more at risk,"" warns Prof Maini.
Dr Broadbent agrees: ""If you don't think you've had it up to now, it does not mean resistance… chances are you're lucky.""
Personally, I suspect writing this piece has tempted fate therefore ensuring I catch Covid by Christmas! 
Follow James on Twitter, Inside Health was produced by Beth Eastwood."	/news/health-63256505
entertainment	Glass Onion: Daniel Craig's Knives Out sequel continues Whodunit craze	"question of what has prompted the recent resurgence in Whodunits is practically a Whodunit in itself. 
Is the US TV series Only Murders In The Building behind their sudden popularity? The Thursday Murder Club novels by Richard Osman? Kenneth Branagh's re-imagining of Hercule Poirot? Or do the continued sales of Agatha Christie novels show that Whodunits never left in the first place? 
g we can truly be sure of is it was not Colonel Mustard in the drawing room.
Whatever the cause, they are certainly big business at the moment. Netflix reportedly paid $450m (£376m) for the rights to two Knives Out sequels, the first of which, Glass Onion, is released on Friday.
riginal Knives Out movie starred Daniel Craig as detective Benoit Blanc, alongside Chris Evans, Jamie Lee Curtis and Ana de Armas in her breakout role. 
An old-fashioned yet innovative murder mystery, it was not the kind of landfill superhero movie or sci-fi blockbuster that has stormed the box office in recent years. And yet, that is exactly what it did - taking $313m (£255m).
Glass Onion, which stars an entirely new cast apart from Craig, is the first of what could be many sequels. Its writer and director, Rian Johnson, isn't surprised by the enduring popularity of Whodunits. 
""It makes sense to me, because it's the same thing that's always been appealing about the genre,"" he tells BBC News. ""What's not to love? You have a rogue's gallery of interesting characters, you have a central charismatic detective, you have intrigue, you have mystery, comedy, human drama, all the ingredients are there.
""And for me, I'm a Whodunit junkie, I'm in heaven right now, the fact that there are more and more of these things, and that talents like Steve Martin are writing mysteries right now, to me, that's heaven.""
Steve Martin project Johnson is referring to is Only Murders In The Building, which also stars Selena Gomez and Martin Short. The successful comedy-drama was recently renewed for a third season.
It follows three neighbours who become suspicious that a murder has been committed in their building. The trio of unlikely sleuths team up to host a true crime podcast and solve the mystery.
Another big-screen Whodunit released this year was See How They Run, starring Sam Rockwell and Saoirse Ronan in a standout comedic performance.
It flew somewhat under the radar because it was released in cinemas the day after the Queen died, but it's now available on Disney+.
""I think murder mysteries seem to wax and wane in cinema,"" the film's director Tom George tells BBC News. ""But in the UK specifically, they're pretty constant. A year probably doesn't go by where there isn't some new imagining of an Agatha Christie story.""
Set in London's West End in 1953, See How They Run follows a director's efforts to transfer the success of Agatha Christie's The Mousetrap from the West End to the big screen.
But everything goes wrong when a key member of the production team is murdered. It is a riot - a murder mystery within a murder mystery - and one of the season's most enjoyable films.
""I think the reason Whodunits keep audiences coming back to them as stories is the audience are trying to do the same thing that the detectives are trying to do - crack the case,"" suggests George.
""And that makes for a brilliant story. In any film you're trying to get the audience to connect with their lead character or characters as soon as possible by sort of putting them in their shoes. 
""So in a Whodunit, that's kind of baked in from the start. So from very early on, the audience are locked in with the detectives. They're watching each of the suspects and trying to figure out, what are their tells? What can I learn from this interaction? And it just makes for a really compelling story. 
""And there's something really reassuring about a puzzle where you know that all the pieces are eventually going to click into place - something you don't necessarily get in everyday life or true crime.""
As well as being portrayed as a character in See How They Run, Christie was also an inspiration for Knives Out. Johnson says the queen of the Whodunit was a particular influence on him as a child. 
""It's a genre I just dearly love and have a real passion for,"" he says. ""I thought about growing up watching the Agatha Christie adaptations with my family, and how they were some of my most treasured movie experiences.
""And I thought, I think there are people who are really going to want to see something like Knives Out. So we rolled the dice, but we really didn't know [it would be that successful].""
While worldwide book sales are always a nightmare to verify, Christie's own estate claims she is the best-selling novelist of all time, and is outsold only by the Bible and Shakespeare.
Last month, it was announced that Christie's The Mousetrap will finally open on Broadway, having played in London's West End for 70 years (Covid lockdowns excepted).
""The love of a Whodunit is embedded in British DNA, and I think we can trace much of this to Agatha Christie,"" says The Mousetrap's producer Adam Spiegel, who will also co-produce the show on Broadway.
""Her remarkable body of work both remains enormously popular with the public, and she is a source of great inspiration for the new generation of writers.""
wo of Christie's most famous murder mysteries have been remade in recent years with Kenneth Branagh as Hercule Poirot - Murder on the Orient Express and Death on the Nile.
A stage adaptation of another Christie mystery, The Mirror Crack'd, is touring the UK, while two new TV series about the author fronted by Alan Carr and Lucy Worsley recently aired on Channel 4 and BBC Two respectively.
Whodunits are everywhere you look. The BBC's excellent reality series The Traitors saw 22 members of the public gathered in a Scottish castle, tasked with finding three traitors in their midst. It regularly topped the iPlayer chart.
Glass Onion's producer Ram Bergman suggests Knives Out has had a positive influence on the number of Whodunits being commissioned.
""People were afraid to make those,"" he says, ""and I think because Knives Out was so successful, it kind of gave the freedom for the studios and streamers, 'there's an audience for these movies, let's make more of those'. Before, I think they were nervous about it.""
gin with, Glass Onion feels somewhat disappointing after the brilliance of Knives Out. But once the set-up has been established, the film changes gear.
""Once the twists kick in, Glass Onion is edge-of-the-seat stuff,"" said the Evening Standard's Charlotte O'Sullivan. ""The year's most ingeniously entertaining movie,"" is how Metro's Larushka Ivan-Zadeh described it.
But Kevin Maher of the Times said it is ""a bad case of sequelitis"", adding: ""It's bigger, louder, emptier. The plot, which is the driving force of any murder mystery, is conspicuously flimsy, with very few surprises and little ingenuity.""
So, how do you write a truly great Whodunit?
""First and foremost you come up with a story,"" says Johnson. ""Who is the character we care about, what is their dilemma, and how are we going to have a satisfying ending? Not just in the Whodunit sense of 'oh that person did it', but a truly satisfying story.
""And you come up with that and then you have your spine, and you start layering things on, figuring things out, and planting things here and there. The mystery part is the fun part, the tough part is coming up with a movie that's going to keep people entertained for two hours.""  "	/news/entertainment-arts-62645614
health	UK Covid modelling data to stop being published	"Coronavirus modelling data will stop being published in early January, the UK Health Security Agency (UKHSA) says.
Statistics covering the growth rate of the virus are currently released fortnightly, but the agency says this is no longer necessary.
Chief data scientist Dr Nick Watkins said this is due to the UK living with Covid-19 because of vaccines and therapeutics.
Covid will continue to be monitored in other ways, the agency added.
reproductive rate - known as the R rate - refers to the number of people an infected person will pass the virus onto.
At the height of the pandemic both the R rate and growth rate for England were published weekly.
Since April this year it has been published fortnightly.
Dr Watkins said it served as a useful and simple indicator to inform public health action and government decisions.
""Vaccines and therapeutics have allowed us to move to a phase where we are living with Covid-19,"" Dr Watkins said.
""We continue to monitor Covid-19 activity in a similar way to how we monitor a number of other common illnesses and diseases.
""All data publications are kept under constant review and this modelling data can be reintroduced promptly if needed, for example, if a new variant of concern was to be identified."" 
All remaining Covid restrictions, including the legal requirement to self-isolate at home with symptoms, were removed earlier this year.
However, health officials have urged those with signs of respiratory illness should avoid mixing during the festive season, particularly with vulnerable people."	/news/health-64093155
health	Scarborough: MP asked to intervene in fight for dental services	"An MP has said he will do ""whatever"" he can to support the opening of a new dental practice in Scarborough.
Robert Goodwill, the MP for Scarborough and Whitby, was told it had been almost two years since the closure of Eastfield's dental practice.
Councillor Tony Randerson said residents had been promised a dentist by the summer.
He asked Mr Goodwill to encourage NHS England ""to speed up the process as much as possible"".
Mr Goodwill was questioned by councillors at a meeting of North Yorkshire County Council's Area Committee for Scarborough and Whitby.
Mr Randerson said: ""I'm sure you'll agree with me that it's an absolute disgrace that it is now approaching two years since the vast majority of residents in Eastfield had access to a dentist. 
""This is the 21st century, this is absolutely deplorable.""
He added: ""This should have happened in the summer; we were promised a dentist in the summer months, and it is now nearly Christmas.""
Local Democracy reporting Service said Councillor Randerson had also thanked the MP for his previous help trying to reopen Eastfield's dental practice, which closed in early 2021 because it was not able to recruit enough dentists.
Mr Goodwill said he would do whatever he could ""because in Eastfield we had a big practice dealing with most people, treating most people, and when it closed they were left high and dry.""
fficulties faced by people wishing to visit a dentist was ""not an acceptable situation"", the MP added.
Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk."	/news/uk-england-york-north-yorkshire-64038849
business	Anglesey: Shop hit by bridge closure demands financial help	"Businesses affected by the closure of one of two bridges between Anglesey and the mainland ""need financial support now"", a shop owner has said.  
Menai suspension bridge was shut to all traffic last month over safety concerns.
A pet shop owner said it had left some businesses on the island ""on the brink of closing"".
Welsh government said free parking and new traffic flows would cut congestion on the remaining road link.
Lee Waters, the Welsh government's deputy minister for climate change, said: ""We understand people's frustrations and the inconvenience and disruption caused to the local community.
""The consequences of (the bridge) failing would be catastrophic, so we're putting people's safety first.""
Hauliers have called the closure a ""nightmare"", while businesses have reported a drop in trade. 
Mr Waters will announce free parking in the town of Menai Bridge from 1 December to support shops, cafes and businesses, while traffic flow changes to reduce pressure on the only open road link - the Britannia Bridge - would be made. 
Lesley Jones from Pip's Pet Supplies in Benllech told BBC Radio Wales Anglesey council normally offers free parking in December to help small businesses.
""I don't really understand what [the] measures... are actually offering businesses,"" she said. ""We need financial support now. During Covid we had 100% rebate on our rates. We are not being offered anything like that.""
Since the bridge closure, Ms Jones said, the high street had been ""empty"". 
""It was like someone literally switching a light switch off,"" she explained. ""We have no contingency funds... some businesses are on the brink of closing.""
Mr Waters said free parking would encourage people on Anglesey to do their Christmas shopping on the island.
""We're hoping the effects will be for a very brief period, and that by the end of January, the bridge can be reopened,"" he added. 
Britannia Bridge will also get extra bus stops, so users can walk across if there is a traffic jam.
under-repair Menai suspension bridge will be opened to police, fire and ambulance service in cases of a life-threatening emergency. 
""We have been working closely with the organisation which maintains the bridges - UK Highways A55 Ltd - as well as Anglesey council and Cyngor Gwynedd (Gwynedd council) to introduce these measures,"" Mr Waters said. 
""They will help alleviate people's concerns and ensure disruption is kept to a minimum as essential work continues on the Menai suspension bridge."" 
But Ms Jones said the plan to get Menai suspension bridge open again was still unclear. 
""The times I've been passing, I've certainly not seen any action on the bridge so we don't know,"" she said. ""We certainly need a light at the end of the tunnel, at the moment its just darkness. 
""We don't know if it will be closed a month, a year, we just have no idea,"" she added. ""It's so important that communication is given by the powers that be so we can at least put a plan in place to see if we can survive this.""  
Plaid Cymru MS for Ynys Môn, Rhun ap Iorwerth, said his constituents had also expressed frustration about a ""lack of communication"". 
""We're told work will begin 'soon', that the bridge will reopen 'early in the new year', that help is being 'considered' for business, and that 'options' for traffic alleviation are being studied,"" he said. 
""It's not good enough and in the absence of actual news and regular updates, people will assume nothing's happening.""
r of Anglesey Council, Llinos Medi, said she was ""pleased"" to see the support measures introduced.
""We are currently analysing the results from a recent online survey shared with local businesses, which will enable us to continue working with Welsh government on further support, if needed,"" she said. 
Ms Medi stressed the town of Menai Bridge is ""very much open for business"" and she encouraged ""residents and visitors to visit... and support local businesses in the area"".
Menai suspension bridge during October showed a problem with its hangars - metal rods that drop down from the suspension chains and hold the road deck in place.
It was found they could snap if several heavy vehicles had to do an emergency stop on the bridge at the same time."	/news/uk-wales-63800947
health	Bristol defibrillators 'a no brainer' after rugby player's death	"A call has been made for more defibrillators across a city after the death of a rugby player.
Sam Polledri, 24, died from a heart attack in Millennium Square in Bristol in February. 
f the lowest numbers of automated external defibrillators in England.
Councillor Steve Smith said installing more ""is a no brainer"" and would improve the chances of people surviving cardiac arrests.
re were five defibrillators close to Mr Polledri when he died - but they were all behind locked doors.
Earlier this year, a defibrillator was installed metres away from the site where he died after his parents fundraised for it.
According to the Local Democracy Reporting Service, the Conservative councillor for Westbury-on-Trym and Henleaze said plans for more defibrillators would not ""impose extra costs"" on Bristol City Council.
Large developments could be required to include publicly available defibrillators and new taxi drivers could be trained on basic CPR techniques and how to use the devices. 
A charity could also work with the council on installation and maintenance.
Mr Smith said a similar programme had been rolled out in Swansea, with the city council there working with charity Heartbeat Trust UK. 
Swansea now has 459 automated external defibrillators, one of the highest numbers in the country.
Councillors will discuss the proposals on 13 December.
Additional reporting by Sammy Jenkins
Follow BBC West on Facebook, Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk "	/news/uk-england-bristol-63819470
technology	Ofcom report shows growing 5G coverage	"About seven in 10 UK properties can now get 5G reception from at least one mobile operator, says a new report from media regulator Ofcom.
up from about half of all UK households 12 months ago, the Connected Nations report said.
umber of mobile phones able to use 5G has also risen significantly, doubling in the past year to one in five handsets, the Ofcom report found.
But some consumers say the connection speed is disappointing.
5G has received lots of investment from the mobile operators and government and is hailed as a faster, more reliable connection.
re are about 12,000 5G mobile sites now in the UK, almost double last year's figure: 86% of those are in England, 8% in Scotland, 4% in Wales and 2% in Northern Ireland.
Mark Jackson, of ISPreview.co.uk, told the BBC that 5G rollout has been ""slowed a bit"" by the government's decision to order networks to remove technology from Huawei by 2027, which ""caused engineers at most of the operators to focus on removing and replacing related 4G and 5G kit"".
5G traffic - the amount of voice and data flowing over the network - has trebled over the past 12 months and now corresponds to nearly 10% of all mobile traffic.   
A BBC report heard from a number of people who were disappointed with the performance of 5G they experienced.
Ofcom analysed crowdsourced data from Opensignal to help judge the quality of service across the UK. 
It found for 5G devices many more areas achieve a ""high performance"" level than for non-5G devices, but found that - even for 5G - few areas met the ""highest performance"" level. 
Ofcom told the BBC it wanted to see investment in 5G networks. 
It said ""The UK's mobile companies are still in the process of rolling out 5G and are at different stages of extending their networks. So customers' experience will vary by their location and network.
""We'll be taking further steps over the coming year to shine a light on this, so people can see for themselves which operators are leading the way for quality of service."" 
me report found more than 12 million households - 42% of UK homes - now have the option to get a full-fibre broadband connection, an increase of 4.3 million from last year.
Full-fibre connections and upgraded cable networks can deliver download speeds of one gigabit per second (Gbit/s) or higher - fast enough to download an HD movie in under a minute.
report found 70% of UK homes could receive a Gigabit-capable connection. Last year they were available in less than half the UK. 
But only about 25% of households are taking up these faster connections, according to Ofcom.
Mr Jackson said after recent ""dramatic"" improvements in coverage, largely on the basis of private sector investment, he expected ""gigabit coverage to grow more slowly"".
Nearly 80,000 homes and businesses do not have access to ""decent"" broadband, defined as offering download speeds of 10 Mbit/s the report notes. That is fast enough to stream an HD film or game, but will run into problems if more than one person tries to stream at once.
figure has fallen from 123,000 last year, with Ofcom acknowledging that many of those still without ""decent"" broadband are in the hardest-to-reach parts of the UK. 
regulator said it estimates that a further 15,000 properties will be covered by publicly-funded broadband schemes going ahead in the coming 12 months.
government recently announced plans for a trial of Elon Musk's Starlink system to provide broadband to some of the most inaccessible locations in the UK. Starlink uses a constellation of thousands of low Earth orbit satellites to deliver a broadband connection.
f Starlink surprised some commentators, as the government owns a stake in another rival broadband-via-satellite firm, OneWeb.
government told the BBC it was down to ""the readiness and availability"" of Starlink's technology. 
Department for Culture, Media and Sport said it continued to discuss ""other solutions and services"" with suppliers, ""including OneWeb, at more complex sites""."	/news/technology-63974085
sports	FEI World Equestrian Championship: Great Britain win first team jumping medal in 24 years	"Great Britain's show-jumping team have claimed their first team podium finish at the World Championships in 24 years.
quartet of reigning Olympic individual champion Ben Maher, Scott Brash, Harry Charles and Joe Stockdale won bronze in Herning, Denmark.
Britain were in sixth place before the second round - then three of their four riders had fences down on day two.
But Charles jumped a perfect clear on Romeo 88 to help GB clinch third place and Paris Olympic qualification.
Charles, son of 2012 Olympic gold medallist Peter Charles, ensured GB finished behind Olympic champions Sweden, with the Netherlands taking silver.
Ireland's quartet of Denis Lynch, Bertram Allen, Cian O'Connor and Daniel Coyle also booked a place at Paris 2024 after finishing fourth.
Brash and Maher - colleagues when Britain won team gold at London 2012 - both progressed to Sunday's individual final.
Maher is in eighth place on Faltic HB, while Brash is 13th aboard Hello Jefferson after two fences down led them to drop from top spot.
ual competition concludes with two more rounds of jumping on Sunday.
Britain have won two individual gold medals in the dressage this week through Charlotte Fry, plus a dressage team silver. "	/sport/equestrian/62528682
health	Ambulance service urges rethink before calling 999 over Christmas	"People are being urged to reconsider whether they need an ambulance, before calling 999 over Christmas.
week has seen calls to the Scottish Ambulance Service (SAS) up 25% on the same period in previous years. 
It is believed to be a result of recent bad weather, a rise in flue cases and limited resources from a Covid backlog.
Health Secretary Humza Yousaf said efforts were being made to address ambulance waiting times.
Health workers were providing help  over the phone or in their homes to help alleviate pressure on emergency departments.
Last week, one in 10 ambulances in Ayrshire and Arran waited over four hours outside an emergency department to hand over a patient. 
And the SAS recently apologised after a patient was airlifted to Glasgow Airport when no ambulance was available for a 300 yard transfer from the helipad at Crosshouse Hospital in East Ayrshire.
Chief executive of the Scottish Ambulance Service (SAS) Pauline Howie told BBC Scotland the service was ""extremely busy"".
""Demand over the last week has been up 25% on what we would normally expect, which is often a very, very busy time of year,"" she said. 
""We suspect that that is due to a combination of the bad weather, an increase in respiratory illnesses, and a backlog due to Covid. 
""We are trying our very best to do what we can to prioritise patients and focus our limited resources on those that have got the most time-critically unwell conditions.""
People are being asked to consider whether speaking to their GP, NHS 24 or a community pharmacist might be a better option for their condition.
Ms Howie said: ""We have also developed an integrated clinical hub here within the Scottish Ambulance Service.
""So if your condition isn't a time critical emergency, we might offer a consultation with one of our clinicians to try to find a pathway that's right for you at that time, which often is not going to the emergency department.""
She said a recruitment campaign had taken on more staff than ever before.
Ms Howie told BBC Scotland that SAS recruited 540 new ambulance workers last year and 488 this year.
Health Secretary Humza Yousaf said the service was working to improve turnaround times.
""We'll do everything we can to give people the best possible service, but of course we know that there's far too many people waiting too long for treatment and care,"" he said.
Mr Yousaf told BBC Scotland that the service was seeing a spike in respiratory viruses, with flu cases in particular.
""Given the pressures that's on the system, this is going to be the most challenging time,"" he added.
""That's going to have an impact on the staff and equally no doubt it will have an impact on the care that we're able to provide for patients."""	/news/uk-scotland-64065840
